id_cuenta;id_cliente;saldo;fecha_apertura
551;551;1000;2025-10-12
552;552;1000;2025-10-12
553;553;1000;2025-10-12
558;558;1000;2025-10-12
561;561;1000;2025-10-12
563;563;1000;2025-10-12
566;566;1000;2025-10-12
568;568;1000;2025-10-12
569;569;1000;2025-10-12
573;573;1000;2025-10-12
576;576;1000;2025-10-12
585;585;1000;2025-10-12
588;588;1000;2025-10-12
589;589;1000;2025-10-12
590;590;1000;2025-10-12
591;591;1000;2025-10-12
592;592;1000;2025-10-12
595;595;1000;2025-10-12
601;601;1000;2025-10-12
603;603;1000;2025-10-12
605;605;1000;2025-10-12
606;606;1000;2025-10-12
610;610;1000;2025-10-12
612;612;1000;2025-10-12
614;614;1000;2025-10-12
617;617;1000;2025-10-12
618;618;1000;2025-10-12
622;622;1000;2025-10-12
625;625;1000;2025-10-12
628;628;1000;2025-10-12
632;632;1000;2025-10-12
633;633;1000;2025-10-12
635;635;1000;2025-10-12
637;637;1000;2025-10-12
643;643;1000;2025-10-12
644;644;1000;2025-10-12
647;647;1000;2025-10-12
649;649;1000;2025-10-12
652;652;1000;2025-10-12
658;658;1000;2025-10-12
659;659;1000;2025-10-12
660;660;1000;2025-10-12
661;661;1000;2025-10-12
663;663;1000;2025-10-12
673;673;1000;2025-10-12
674;674;1000;2025-10-12
677;677;1000;2025-10-12
678;678;1000;2025-10-12
679;679;1000;2025-10-12
681;681;1000;2025-10-12
682;682;1000;2025-10-12
688;688;1000;2025-10-12
689;689;1000;2025-10-12
690;690;1000;2025-10-12
691;691;1000;2025-10-12
694;694;1000;2025-10-12
695;695;1000;2025-10-12
698;698;1000;2025-10-12
699;699;1000;2025-10-12
700;700;1000;2025-10-12
701;701;1000;2025-10-12
702;702;1000;2025-10-12
703;703;1000;2025-10-12
704;704;1000;2025-10-12
705;705;1000;2025-10-12
706;706;1000;2025-10-12
722;722;1000;2025-10-12
724;724;1000;2025-10-12
725;725;1000;2025-10-12
727;727;1000;2025-10-12
734;734;1000;2025-10-12
735;735;1000;2025-10-12
736;736;1000;2025-10-12
739;739;1000;2025-10-12
740;740;1000;2025-10-12
741;741;1000;2025-10-12
746;746;1000;2025-10-12
747;747;1000;2025-10-12
748;748;1000;2025-10-12
749;749;1000;2025-10-12
750;750;1000;2025-10-12
752;752;1000;2025-10-12
755;755;1000;2025-10-12
758;758;1000;2025-10-12
760;760;1000;2025-10-12
761;761;1000;2025-10-12
767;767;1000;2025-10-12
770;770;1000;2025-10-12
778;778;1000;2025-10-12
780;780;1000;2025-10-12
787;787;1000;2025-10-12
792;792;1000;2025-10-12
794;794;1000;2025-10-12
795;795;1000;2025-10-12
800;800;1000;2025-10-12
801;801;1000;2025-10-12
802;802;1000;2025-10-12
808;808;1000;2025-10-12
816;816;1000;2025-10-12
821;821;1000;2025-10-12
822;822;1000;2025-10-12
825;825;1000;2025-10-12
829;829;1000;2025-10-12
831;831;1000;2025-10-12
834;834;1000;2025-10-12
835;835;1000;2025-10-12
841;841;1000;2025-10-12
842;842;1000;2025-10-12
848;848;1000;2025-10-12
851;851;1000;2025-10-12
852;852;1000;2025-10-12
854;854;1000;2025-10-12
855;855;1000;2025-10-12
856;856;1000;2025-10-12
857;857;1000;2025-10-12
861;861;1000;2025-10-12
862;862;1000;2025-10-12
870;870;1000;2025-10-12
872;872;1000;2025-10-12
875;875;1000;2025-10-12
877;877;1000;2025-10-12
878;878;1000;2025-10-12
880;880;1000;2025-10-12
888;888;1000;2025-10-12
889;889;1000;2025-10-12
892;892;1000;2025-10-12
894;894;1000;2025-10-12
900;900;1000;2025-10-12
906;906;1000;2025-10-12
908;908;1000;2025-10-12
911;911;1000;2025-10-12
913;913;1000;2025-10-12
920;920;1000;2025-10-12
921;921;1000;2025-10-12
927;927;1000;2025-10-12
928;928;1000;2025-10-12
929;929;1000;2025-10-12
930;930;1000;2025-10-12
935;935;1000;2025-10-12
941;941;1000;2025-10-12
945;945;1000;2025-10-12
946;946;1000;2025-10-12
950;950;1000;2025-10-12
951;951;1000;2025-10-12
957;957;1000;2025-10-12
960;960;1000;2025-10-12
962;962;1000;2025-10-12
963;963;1000;2025-10-12
967;967;1000;2025-10-12
968;968;1000;2025-10-12
970;970;1000;2025-10-12
972;972;1000;2025-10-12
973;973;1000;2025-10-12
974;974;1000;2025-10-12
975;975;1000;2025-10-12
976;976;1000;2025-10-12
979;979;1000;2025-10-12
981;981;1000;2025-10-12
985;985;1000;2025-10-12
986;986;1000;2025-10-12
987;987;1000;2025-10-12
988;988;1000;2025-10-12
991;991;1000;2025-10-12
996;996;1000;2025-10-12
998;998;1000;2025-10-12
